
Profile Name 		MP-PJ-N-29-frag2
Scan No 	Precursor ion m/z 	Intensity 	Charge 	Deconvoluted Mass (Mass + Na) 	Glycan Rank 	Composition Score 	Branching Score 	Glycan ID 	Composition 	Sequence 	Glycan Mass 	Carbohydrate Mass 	Single Glycosidic % Match: 	Single CrossRing % Match: 	Glycosidic-Glycosidic % Match: 	Single CrossRing-Glycosidic % Match: 	
Scan185@1235.62_2	1235.62	276248.0	2	2448.25	1	1	1	G00789	(Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1948.71	1948.71	37.5	29.55	32.22	16.41	
Scan185@1235.62_2	1235.62	276248.0	2	2448.25	2	1	2	G04294	(Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1948.71	1948.71	37.5	28.79	32.22	16.49	

Scan187@1394.19_2	1394.19	350235.0	2	2765.39	1	1	1	G04201	(Gal)3 (GlcNAc)6 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2208.81	2208.81	15.91	5.56	9.55	8.45	
Scan187@1394.19_2	1394.19	350235.0	2	2765.39	2	1	2	G04215	(Gal)3 (GlcNAc)6 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2208.81	2208.81	15.91	3.47	9.55	8.45	
Scan187@1394.19_2	1394.19	350235.0	2	2765.39	3	2	3	G04276	(Gal)3 (GlcNAc)6 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2208.81	2208.81	15.91	2.78	9.55	8.0	

Scan190@996_2	996	455276.0	2	1969.01	1	1	1	G05146	(Gal)1 (Fuc)2 (GlcNAc)3 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1567.58	1567.58	56.25	20.37	24.11	16.27	
Scan190@996_2	996	455276.0	2	1969.01	2	1	2	G01659	(Gal)1 (Fuc)2 (GlcNAc)3 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1567.58	1567.58	56.25	17.59	24.11	16.14	
Scan190@996_2	996	455276.0	2	1969.01	2	1	2	G10940	(Gal)1 (Fuc)2 (GlcNAc)3 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1567.58(Asn)	1567.58	56.25	17.59	24.11	16.14	
Scan190@996_2	996	455276.0	2	1969.01	3	1	3	G04711	(Gal)1 (Fuc)2 (GlcNAc)3 (Man)3 (Asn)1	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1567.58(Asn)	1567.58	50.0	21.3	25.89	14.97	

Scan192@1144.59_1	1144.59	241326.0	1	1144.59	0	0	0	No Results Found 									

Scan194@1350.18_2	1350.18	230289.0	2	2677.37	1	1	2	G02188	(NeuAc)1 (Gal)2 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2134.77	2134.77	30.0	26.52	21.67	12.8	
Scan194@1350.18_2	1350.18	230289.0	2	2677.37	1	1	2	G10849	(NeuAc)1 (Gal)2 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2134.77(Asn)	2134.77	30.0	26.52	21.67	12.8	
Scan194@1350.18_2	1350.18	230289.0	2	2677.37	2	2	1	G11948	(NeuAc)1 (Gal)2 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2134.77(Asn)	2134.77	35.0	25.76	25.0	14.27	

Scan196@777.053_3	777.053	230132.0	3	2285.18	1	1	2	G04484	(Gal)1 (Fuc)1 (GlcNAc)5 (Man)3	Gal(b1-3)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1827.68	1827.68	41.67	15.83	20.83	26.24	
Scan196@777.053_3	777.053	230132.0	3	2285.18	2	1	3	G04519	(Gal)1 (Fuc)1 (GlcNAc)5 (Man)3	Gal(b1-3)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1827.68	1827.68	41.67	12.5	20.83	26.14	
Scan196@777.053_3	777.053	230132.0	3	2285.18	3	1	6	G02214	(Gal)1 (Fuc)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1827.68	1827.68	41.67	14.17	20.83	25.21	

Scan198@1164.58_4	1164.58	223241.0	4	4589.351	0	0	0	No Results Found 									

Scan200@1386.7_2	1386.7	143733.0	2	2750.41	1	1	1	G01410	(Gal)2 (Xyl)1 (Fuc)3 (GlcNAc)4 (Man)3	Fuc(a1-6)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-6)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	2210.81	2210.81	20.83	20.39	19.32	19.55	

Scan202@1259.612_3	1259.612	39012.5	3	3732.857	0	0	0	No Results Found 									

Scan204@1299.65_3	1299.65	174343.0	3	3852.971	1	1	1	G04142	(NeuAc)2 (Gal)2 (GlcNAc)5 (Man)7 (Asn)1	NeuAc(a2-)Gal(b1-4)GlcNAc(b1-2)[NeuAc(a2-)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	3074.08(Asn)	3074.08	41.67	25.0	45.24	36.29	

Scan206@1026.52_2	1026.52	184472.0	2	2030.05	1	1	1	G00659	(Gal)1 (GlcNAc)3 (Man)5	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1599.57	1599.57	40.62	23.15	19.64	9.44	
Scan206@1026.52_2	1026.52	184472.0	2	2030.05	1	1	1	G10881	(Gal)1 (GlcNAc)3 (Man)5 (Asn)1	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1599.57(Asn)	1599.57	40.62	23.15	19.64	9.44	
Scan206@1026.52_2	1026.52	184472.0	2	2030.05	2	1	2	G05175	(GlcNAc)3 (Man)6	Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1599.57	1599.57	31.25	24.07	12.5	8.51	

Scan208@985.16_3	985.16	202629.0	3	2909.5	1	1	1	G04084	(Gal)2 (Fuc)2 (GlcNAc)5 (GalNAc)1 (Man)3	GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2338.87	2338.87	45.83	23.72	30.68	17.46	

Scan211@1348.69_2	1348.69	173837.0	2	2674.39	1	1	1	G02739	(Fuc)3 (GlcNAc)4 (GalNAc)2 (Man)3	Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2160.83	2160.83	27.27	0.69	15.91	6.82	
Scan211@1348.69_2	1348.69	173837.0	2	2674.39	1	1	1	G11009	(Fuc)3 (GlcNAc)4 (GalNAc)2 (Man)3 (Asn)1	GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2160.83(Asn)	2160.83	27.27	0.69	15.91	6.82	
Scan211@1348.69_2	1348.69	173837.0	2	2674.39	2	1	2	G11948	(NeuAc)1 (Gal)2 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2134.77(Asn)	2134.77	7.5	6.06	7.22	5.84	
Scan211@1348.69_2	1348.69	173837.0	2	2674.39	3	1	3	G02188	(NeuAc)1 (Gal)2 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2134.77	2134.77	10.0	6.82	6.11	5.62	
Scan211@1348.69_2	1348.69	173837.0	2	2674.39	3	1	3	G10849	(NeuAc)1 (Gal)2 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2134.77(Asn)	2134.77	10.0	6.82	6.11	5.62	

Scan213@763.382_3	763.382	145987.0	3	2244.166	1	1	1	G02802	(Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1786.66	1786.66	36.11	16.67	33.33	19.48	
Scan213@763.382_3	763.382	145987.0	3	2244.166	2	1	2	G04826	(Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1786.66	1786.66	36.11	16.67	33.33	19.17	
Scan213@763.382_3	763.382	145987.0	3	2244.166	2	1	2	G04368	(Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1786.66	1786.66	36.11	16.67	33.33	19.17	
Scan213@763.382_3	763.382	145987.0	3	2244.166	2	1	2	G01818	(Gal)2 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1786.66(Asn)	1786.66	36.11	16.67	33.33	19.17	
Scan213@763.382_3	763.382	145987.0	3	2244.166	3	2	6	G04730	(Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1786.66	1786.66	22.22	13.33	29.86	20.94	

Scan215@845.088_3	845.088	163471.0	3	2489.284	1	1	5	G02202	(Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1989.74	1989.74	55.0	31.06	31.11	26.87	
Scan215@845.088_3	845.088	163471.0	3	2489.284	2	2	1	G04570	(Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-6)GlcNAc(b1-4)GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	1989.74	1989.74	55.0	30.3	35.56	26.26	
Scan215@845.088_3	845.088	163471.0	3	2489.284	3	2	2	G10779	(Gal)2 (Fuc)1 (GlcNAc)5 (Man)3 (Asn)1	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1989.74(Asn)	1989.74	55.0	30.3	35.56	25.51	
Scan215@845.088_3	845.088	163471.0	3	2489.284	3	2	2	G00310	(Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1989.74	1989.74	55.0	30.3	35.56	25.51	

Scan217@1378.7_2	1378.7	119078.0	2	2734.411	1	1	1	G02192	(Gal)2 (Fuc)1 (GlcNAc)6 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2192.81	2192.81	29.55	9.72	21.82	9.1	
Scan217@1378.7_2	1378.7	119078.0	2	2734.411	2	1	2	G02729	(Gal)2 (Fuc)1 (GlcNAc)6 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2192.81	2192.81	29.55	10.42	21.82	8.82	
Scan217@1378.7_2	1378.7	119078.0	2	2734.411	3	1	3	G04269	(Gal)2 (Fuc)1 (GlcNAc)6 (Man)3	Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2192.81	2192.81	31.82	11.11	20.45	9.99	

Scan219@1295.65_3	1295.65	170128.0	3	3840.971	0	0	0	No Results Found 									

Scan221@974.46_3	974.46	167272.0	3	2877.401	0	0	0	No Results Found 									

Scan223@864.422_3	864.422	153874.0	3	2547.287	1	1	1	G04138	(NeuAc)2 (Glc)2 (Gal)2 (GlcNAc)3 (Man)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Glc(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Glc(a1-6)]Man(b1-4)GlcNAc	2019.71	2019.71	30.56	19.17	30.56	15.21	
Scan223@864.422_3	864.422	153874.0	3	2547.287	1	1	1	G00538	(NeuAc)2 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	2019.71	2019.71	30.56	19.17	30.56	15.21	
Scan223@864.422_3	864.422	153874.0	3	2547.287	1	1	1	G04069	(NeuAc)2 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(b1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(b1-6)]Man(a1-4)GlcNAc	2019.71	2019.71	30.56	19.17	30.56	15.21	
Scan223@864.422_3	864.422	153874.0	3	2547.287	2	1	2	G04068	(NeuAc)2 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(b1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(b1-6)]Man(a1-4)GlcNAc	2019.71	2019.71	30.56	20.0	30.56	14.47	
Scan223@864.422_3	864.422	153874.0	3	2547.287	2	1	2	G04137	(NeuAc)2 (Glc)2 (Gal)2 (GlcNAc)3 (Man)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Glc(a1-3)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Glc(a1-6)]Man(b1-4)GlcNAc	2019.71	2019.71	30.56	20.0	30.56	14.47	
Scan223@864.422_3	864.422	153874.0	3	2547.287	2	1	2	G00878	(NeuAc)2 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	2019.71	2019.71	30.56	20.0	30.56	14.47	
Scan223@864.422_3	864.422	153874.0	3	2547.287	2	1	2	G01807	(NeuAc)2 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	2019.71	2019.71	30.56	20.0	30.56	14.47	
Scan223@864.422_3	864.422	153874.0	3	2547.287	3	1	3	G00413	(NeuAc)2 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc	2019.71	2019.71	30.56	20.83	30.56	13.72	
Scan223@864.422_3	864.422	153874.0	3	2547.287	3	1	3	G04067	(NeuAc)2 (Gal)2 (GlcNAc)3 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(b1-3)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(b1-6)]Man(a1-4)GlcNAc	2019.71	2019.71	30.56	20.83	30.56	13.72	

Scan225@1176.58_2	1176.58	147318.0	2	2330.17	0	0	0	No Results Found 									

Scan227@1357.68_3	1357.68	152723.0	3	4027.061	1	1	3	G04202	(NeuAc)1 (Gal)4 (Fuc)4 (GlcNAc)6 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	3246.19	3246.19	51.47	37.04	35.29	40.24	
Scan227@1357.68_3	1357.68	152723.0	3	4027.061	2	2	1	G04198	(NeuAc)1 (Gal)4 (Fuc)4 (GlcNAc)6 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	3246.19	3246.19	60.29	33.8	40.26	40.41	
Scan227@1357.68_3	1357.68	152723.0	3	4027.061	3	2	2	G04191	(NeuAc)1 (Gal)4 (Fuc)4 (GlcNAc)6 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	3246.19	3246.19	52.94	37.96	37.13	40.52	

Scan229@907.45_2	907.45	130602.0	2	1791.91	0	0	0	No Results Found 									

Scan232@1074.53_4	1074.53	205182.0	4	4229.151	0	0	0	No Results Found 									

Scan234@1323.67_2	1323.67	172361.0	2	2624.35	0	0	0	No Results Found 									

Scan236@814.4_3	814.4	191209.0	3	2397.221	1	1	16	G04686	(Glc)3 (GlcNAc)2 (Man)6	Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	7.5	8.33	7.78	4.6	
Scan236@814.4_3	814.4	191209.0	3	2397.221	2	2	8	G01829	(Glc)1 (GlcNAc)2 (Man)8	Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	10.0	11.36	10.0	6.36	
Scan236@814.4_3	814.4	191209.0	3	2397.221	3	2	9	G01831	(Glc)1 (GlcNAc)2 (Man)8	Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	10.0	11.36	10.0	6.27	
Scan236@814.4_3	814.4	191209.0	3	2397.221	3	2	9	G04272	(GlcNAc)2 (Man)9	Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	10.0	11.36	10.0	6.27	
Scan236@814.4_3	814.4	191209.0	3	2397.221	3	2	9	G04634	(Glc)1 (GlcNAc)2 (Man)8	Glc(1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	10.0	11.36	10.0	6.27	

Scan238@998.49_3	998.49	126508.0	3	2949.49	1	1	1	G11914	(Gal)1 (Fuc)2 (GlcNAc)7 (Man)3	Fuc(a1-2)Gal(b1-3)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2379.9	2379.9	58.33	44.87	65.91	63.53	

Scan240@1038.51_3	1038.51	111436.0	3	3069.55	1	1	1	G03867	(Gal)2 (Xyl)1 (Fuc)2 (GlcNAc)4 (GalNAc)2 (Man)3	Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2470.92	2470.92	34.62	32.32	25.64	29.18	

Scan242@1017.51_3	1017.51	102517.0	3	3006.55	1	1	1	G03817	(NeuAc)2 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2409.87	2409.87	56.82	29.17	39.09	29.71	
Scan242@1017.51_3	1017.51	102517.0	3	3006.55	2	1	2	G11445	(NeuAc)2 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2409.87(Asn)	2409.87	56.82	31.25	39.09	28.79	
Scan242@1017.51_3	1017.51	102517.0	3	3006.55	3	1	3	G03749	(NeuAc)2 (Gal)1 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-3)[NeuAc(a2-6)]GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2409.87	2409.87	54.55	34.72	38.64	32.51	

Scan244@1042.852_3	1042.852	91483.7	3	3082.576	1	1	1	G03792	(NeuAc)1 (Gal)4 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc	2458.88	2458.88	39.58	29.49	29.92	28.06	

Scan246@1095.877_3	1095.877	375583.0	3	3241.651	1	1	1	G01794	(NeuAc)2 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2587.92	2587.92	45.83	41.67	40.53	40.58	
Scan246@1095.877_3	1095.877	375583.0	3	3241.651	2	1	2	G03766	(NeuAc)2 (Gal)3 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2587.92	2587.92	45.83	42.31	40.53	40.36	
